post_id,post_type,genre,hash_tags,most_related_tag
0347,Reel,Sports,"['learning', 'sports', 'coding', 'AI', 'music', 'culture']",culture
0348,Text,Cooking,"['coding', 'vacation', 'music', 'beach', 'wildlife', 'machinelearning', 'technology']",beach
0349,Video,Sports,"['technology', 'coding', 'vacation', 'food', 'recipe']",coding
0350,Reel,Fashion,"['learning', 'students', 'recipe', 'music']",students
0351,Image,Health,"['fashion', 'forest', 'culture', 'adventure', 'vacation']",fashion
0352,Image,Fashion,"['sports', 'wildlife', 'fashion', 'forest']",fashion
0353,Image,Nature,"['forest', 'learning', 'machinelearning', 'students', 'adventure', 'science', 'beach']",adventure
0354,Video,Music,"['education', 'science', 'learning', 'culture', 'beach']",beach
0355,Video,Fitness,"['forest', 'art', 'travel', 'sports', 'beach']",art
0356,Video,Education,"['learning', 'forest', 'sports', 'science']",science
0357,Reel,Technology,"['AI', 'machinelearning', 'travel', 'music', 'adventure']",machinelearning
0358,Reel,Music,"['adventure', 'technology', 'travel', 'coding', 'food']",coding
0359,Video,Health,"['nature', 'sports', 'fitness', 'machinelearning', 'AI', 'food']",sports
0360,Image,Nature,"['art', 'learning', 'wildlife']",art
0361,Image,Fitness,"['wildlife', 'culture', 'nature']",culture
0362,Image,Fitness,"['nature', 'fitness', 'science', 'forest', 'coding', 'health', 'adventure']",adventure
0363,Image,Cooking,"['nature', 'travel', 'coding', 'AI', 'students']",coding
0364,Video,Sports,"['machinelearning', 'travel', 'culture', 'fashion']",travel
0365,Image,Fashion,"['technology', 'culture', 'sports']",sports
0366,Reel,Health,"['education', 'machinelearning', 'music', 'sports', 'science', 'vacation']",machinelearning
0367,Text,Health,"['adventure', 'health', 'technology', 'fitness', 'music']",music
0368,Image,Technology,"['health', 'fashion', 'education', 'recipe']",education
0369,Reel,Health,"['coding', 'culture', 'fashion', 'sports', 'education']",education
0370,Video,Fitness,"['beach', 'learning', 'nature', 'AI', 'education', 'sports', 'art']",nature
0371,Video,Health,"['sports', 'coding', 'vacation', 'recipe', 'travel', 'science']",science
0372,Video,Nature,"['food', 'education', 'sports', 'machinelearning', 'fashion', 'students']",machinelearning
0373,Text,Travel,"['education', 'technology', 'coding', 'travel', 'AI', 'art', 'health']",AI
0374,Reel,Fitness,"['adventure', 'travel', 'wildlife', 'fashion', 'vacation', 'nature']",wildlife
0375,Video,Sports,"['nature', 'coding', 'sports', 'music', 'wildlife', 'recipe']",music
0376,Text,Health,"['coding', 'nature', 'art', 'learning', 'machinelearning', 'technology', 'students']",technology
0377,Image,Travel,"['recipe', 'fashion', 'students', 'forest', 'music', 'learning', 'coding']",fashion
0378,Text,Fitness,"['music', 'AI', 'vacation', 'education']",music
0379,Video,Fitness,"['wildlife', 'adventure', 'forest']",forest
0380,Text,Health,"['fashion', 'wildlife', 'science']",science
0381,Video,Fitness,"['vacation', 'technology', 'nature', 'forest', 'culture', 'science', 'wildlife']",technology
0382,Text,Travel,"['students', 'health', 'forest', 'wildlife', 'technology']",technology
0383,Text,Cooking,"['education', 'AI', 'adventure', 'students']",students
0384,Text,Music,"['vacation', 'machinelearning', 'fashion']",fashion
0385,Image,Health,"['fitness', 'coding', 'adventure', 'science', 'machinelearning']",machinelearning
0386,Text,Music,"['recipe', 'beach', 'sports', 'forest', 'AI']",sports
0387,Image,Nature,"['fitness', 'adventure', 'AI']",adventure
0388,Video,Fashion,"['coding', 'forest', 'beach', 'vacation']",coding
0389,Video,Travel,"['vacation', 'AI', 'fashion', 'recipe', 'forest', 'wildlife', 'education']",forest
0390,Text,Fashion,"['AI', 'fitness', 'technology', 'adventure', 'art', 'coding']",adventure
0391,Video,Technology,"['food', 'nature', 'wildlife', 'technology', 'sports', 'education']",sports
0392,Reel,Nature,"['recipe', 'forest', 'music', 'vacation', 'learning', 'science']",recipe
0393,Text,Cooking,"['travel', 'beach', 'technology', 'nature', 'machinelearning']",technology
0394,Video,Sports,"['culture', 'wildlife', 'nature']",wildlife
0395,Text,Music,"['adventure', 'students', 'science', 'travel', 'education', 'art', 'machinelearning']",art
0396,Video,Technology,"['learning', 'health', 'art', 'travel', 'AI', 'education', 'machinelearning']",health
0397,Video,Fashion,"['culture', 'health', 'fashion', 'science', 'forest', 'vacation', 'recipe']",recipe
0398,Text,Health,"['machinelearning', 'vacation', 'coding', 'food', 'students']",food
0399,Reel,Cooking,"['education', 'technology', 'coding']",technology
0400,Image,Nature,"['vacation', 'health', 'food', 'fitness', 'AI', 'beach']",beach
0401,Reel,Music,"['coding', 'fashion', 'science', 'technology', 'sports', 'adventure', 'vacation']",science
0402,Reel,Health,"['travel', 'fitness', 'forest']",fitness
0403,Reel,Travel,"['fitness', 'wildlife', 'machinelearning', 'sports']",sports
0404,Reel,Education,"['students', 'fitness', 'education', 'nature']",education
0405,Image,Health,"['food', 'fashion', 'sports', 'vacation']",sports
0406,Image,Nature,"['nature', 'recipe', 'health', 'sports', 'wildlife', 'beach']",sports
0407,Image,Health,"['nature', 'science', 'vacation', 'fashion', 'machinelearning']",nature
0408,Video,Fitness,"['food', 'education', 'culture', 'forest', 'wildlife']",wildlife
0409,Text,Health,"['adventure', 'recipe', 'fitness', 'food', 'technology', 'culture']",adventure
0410,Video,Fitness,"['art', 'AI', 'technology', 'travel', 'culture', 'students']",students
0411,Image,Health,"['fashion', 'science', 'art', 'music', 'health']",science
0412,Image,Fashion,"['forest', 'culture', 'learning', 'technology']",culture
0413,Image,Cooking,"['AI', 'forest', 'coding']",AI
0414,Video,Music,"['fitness', 'beach', 'adventure', 'travel', 'wildlife', 'nature', 'art']",art
0415,Video,Nature,"['sports', 'learning', 'education', 'adventure']",learning
0416,Text,Fashion,"['music', 'technology', 'science', 'nature', 'coding', 'students']",coding
0417,Video,Education,"['recipe', 'travel', 'AI', 'music', 'wildlife']",AI
0418,Video,Fashion,"['culture', 'wildlife', 'food', 'learning', 'nature', 'forest']",culture
0419,Image,Fashion,"['vacation', 'music', 'recipe', 'AI', 'art', 'learning', 'health']",art
0420,Reel,Health,"['art', 'music', 'sports', 'recipe', 'vacation', 'fitness', 'fashion']",recipe
0421,Reel,Health,"['beach', 'culture', 'fitness', 'fashion', 'wildlife']",wildlife
0422,Video,Technology,"['music', 'culture', 'coding', 'AI', 'beach', 'technology', 'vacation']",AI
0423,Video,Cooking,"['nature', 'students', 'health', 'wildlife', 'education', 'sports', 'machinelearning']",wildlife
0424,Reel,Travel,"['recipe', 'travel', 'health', 'coding', 'technology', 'learning', 'music']",health
0425,Text,Fashion,"['machinelearning', 'fashion', 'vacation', 'music', 'health', 'technology', 'culture']",culture
0426,Video,Cooking,"['art', 'food', 'learning', 'adventure']",adventure
0427,Reel,Fitness,"['adventure', 'health', 'learning', 'sports', 'science', 'beach']",health
0428,Image,Health,"['travel', 'forest', 'technology', 'health', 'AI']",technology
0429,Video,Technology,"['sports', 'wildlife', 'nature', 'learning', 'AI', 'adventure', 'education']",education
0430,Text,Cooking,"['fashion', 'learning', 'science', 'travel', 'art']",science
0431,Image,Technology,"['students', 'recipe', 'science', 'travel']",recipe
0432,Video,Fashion,"['machinelearning', 'food', 'health', 'AI', 'fashion']",health
0433,Image,Fashion,"['coding', 'sports', 'learning', 'beach']",coding
0434,Video,Health,"['science', 'music', 'fitness', 'technology', 'wildlife', 'machinelearning']",fitness
0435,Reel,Education,"['culture', 'wildlife', 'students', 'AI', 'fashion']",fashion
0436,Text,Fashion,"['wildlife', 'adventure', 'education', 'students', 'forest', 'beach']",forest
0437,Video,Music,"['education', 'beach', 'health', 'students']",students
0438,Video,Education,"['nature', 'education', 'machinelearning', 'fitness', 'beach']",beach
0439,Text,Technology,"['coding', 'fashion', 'travel', 'fitness', 'education', 'students', 'technology']",fashion
0440,Image,Education,"['beach', 'forest', 'wildlife', 'sports', 'health']",sports
0441,Image,Music,"['sports', 'coding', 'adventure', 'recipe', 'learning', 'machinelearning', 'vacation']",machinelearning
0442,Text,Health,"['machinelearning', 'sports', 'culture']",machinelearning
0443,Video,Fashion,"['art', 'learning', 'food', 'travel', 'sports']",travel
0444,Text,Fitness,"['nature', 'art', 'education', 'fitness']",art
0445,Reel,Travel,"['sports', 'vacation', 'art', 'fashion', 'travel']",travel
0446,Text,Fashion,"['music', 'art', 'science']",music
0447,Video,Travel,"['wildlife', 'culture', 'nature', 'sports']",culture
0448,Reel,Travel,"['art', 'recipe', 'fashion', 'wildlife', 'food', 'health', 'adventure']",adventure
0449,Video,Sports,"['travel', 'nature', 'adventure', 'culture', 'fashion', 'wildlife', 'fitness']",wildlife
0450,Reel,Fashion,"['adventure', 'art', 'fitness', 'music', 'forest', 'culture']",culture
0451,Reel,Fitness,"['fashion', 'AI', 'fitness', 'coding', 'food', 'adventure']",AI
0452,Reel,Nature,"['wildlife', 'travel', 'culture', 'science', 'nature', 'coding', 'education']",nature
0453,Image,Cooking,"['health', 'technology', 'travel', 'beach']",technology
0454,Video,Travel,"['travel', 'forest', 'wildlife', 'vacation']",forest
0455,Image,Education,"['wildlife', 'science', 'sports', 'coding', 'machinelearning', 'beach']",science
0456,Video,Cooking,"['fitness', 'health', 'wildlife', 'AI', 'music', 'science', 'adventure']",music
0457,Image,Travel,"['science', 'fitness', 'food', 'sports', 'art', 'music']",fitness
0458,Text,Music,"['music', 'beach', 'forest', 'fitness', 'machinelearning']",music
0459,Video,Fashion,"['fashion', 'travel', 'students']",students
0460,Reel,Education,"['technology', 'adventure', 'wildlife', 'science', 'nature']",adventure
0461,Image,Music,"['science', 'food', 'adventure', 'beach', 'culture', 'fashion', 'recipe']",fashion
0462,Reel,Sports,"['music', 'machinelearning', 'technology']",technology
0463,Reel,Music,"['wildlife', 'AI', 'science', 'music', 'students', 'machinelearning', 'culture']",students
0464,Image,Fitness,"['culture', 'students', 'technology']",technology
0465,Reel,Health,"['recipe', 'health', 'sports', 'travel', 'vacation', 'machinelearning']",vacation
0466,Reel,Cooking,"['sports', 'science', 'music', 'health', 'AI']",sports
0467,Image,Music,"['coding', 'technology', 'nature', 'machinelearning', 'music', 'fashion']",machinelearning
0468,Text,Education,"['science', 'vacation', 'adventure']",science
0469,Text,Fashion,"['machinelearning', 'nature', 'beach', 'travel']",machinelearning
0470,Reel,Fitness,"['recipe', 'fitness', 'fashion', 'culture', 'students']",fitness
0471,Video,Fashion,"['health', 'food', 'adventure']",adventure
0472,Reel,Travel,"['students', 'forest', 'culture', 'food', 'science', 'adventure', 'recipe']",science
0473,Image,Technology,"['technology', 'AI', 'wildlife', 'beach', 'food', 'music']",beach
0474,Image,Fashion,"['health', 'AI', 'technology', 'forest']",forest
0475,Image,Health,"['science', 'art', 'beach']",beach
0476,Video,Technology,"['vacation', 'coding', 'science']",science
0477,Reel,Health,"['wildlife', 'machinelearning', 'fitness', 'fashion', 'adventure']",fashion
0478,Video,Fitness,"['food', 'AI', 'fashion', 'students', 'machinelearning']",food
0479,Video,Technology,"['machinelearning', 'fitness', 'AI']",machinelearning
0480,Reel,Sports,"['beach', 'food', 'culture']",culture
0481,Video,Sports,"['beach', 'nature', 'education', 'technology']",technology
0482,Image,Fashion,"['machinelearning', 'technology', 'vacation', 'education', 'beach']",beach
0483,Video,Health,"['recipe', 'learning', 'beach', 'wildlife', 'vacation', 'nature', 'machinelearning']",learning
0484,Reel,Health,"['nature', 'culture', 'coding']",coding
0485,Image,Fashion,"['sports', 'culture', 'music', 'learning']",learning
0486,Text,Fitness,"['coding', 'fitness', 'adventure', 'fashion', 'nature', 'technology', 'students']",technology
0487,Text,Cooking,"['machinelearning', 'students', 'culture']",machinelearning
0488,Image,Cooking,"['learning', 'wildlife', 'beach', 'culture', 'art', 'nature']",wildlife
0489,Reel,Education,"['culture', 'education', 'coding']",education
0490,Video,Nature,"['culture', 'machinelearning', 'fashion']",fashion
0491,Text,Health,"['beach', 'wildlife', 'education', 'recipe', 'sports', 'learning', 'music']",wildlife
0492,Text,Nature,"['forest', 'coding', 'science']",forest
0493,Image,Health,"['recipe', 'science', 'food', 'culture', 'nature', 'beach']",culture
0494,Reel,Cooking,"['fitness', 'learning', 'travel']",learning
0495,Image,Health,"['recipe', 'sports', 'vacation']",vacation
0496,Text,Music,"['students', 'adventure', 'recipe', 'forest', 'beach', 'fitness']",students
0497,Reel,Fashion,"['recipe', 'nature', 'learning', 'students', 'music', 'machinelearning', 'adventure']",nature
0498,Reel,Travel,"['fitness', 'health', 'travel', 'students', 'culture']",culture
0499,Reel,Sports,"['machinelearning', 'vacation', 'beach', 'adventure']",adventure
0500,Image,Cooking,"['fitness', 'students', 'art', 'learning']",art
0501,Image,Fitness,"['recipe', 'adventure', 'technology', 'art', 'machinelearning', 'travel', 'wildlife']",technology
0502,Video,Fitness,"['beach', 'AI', 'students', 'forest', 'education', 'nature', 'machinelearning']",forest
0503,Reel,Fashion,"['machinelearning', 'forest', 'nature', 'coding', 'AI']",coding
0504,Image,Travel,"['fitness', 'beach', 'technology', 'AI', 'nature', 'learning']",nature
0505,Video,Travel,"['coding', 'technology', 'health', 'sports', 'wildlife']",technology
0506,Image,Travel,"['culture', 'students', 'vacation', 'adventure', 'art', 'forest', 'fitness']",art
0507,Video,Nature,"['wildlife', 'music', 'recipe', 'beach', 'science', 'coding']",beach
0508,Video,Cooking,"['culture', 'fashion', 'food', 'health', 'beach']",fashion
0509,Image,Health,"['students', 'nature', 'sports', 'learning']",learning
0510,Image,Travel,"['culture', 'health', 'art']",art
0511,Image,Cooking,"['learning', 'education', 'coding', 'art']",learning
0512,Video,Fitness,"['learning', 'fitness', 'music', 'nature', 'beach', 'recipe', 'fashion']",music
0513,Image,Cooking,"['wildlife', 'adventure', 'recipe', 'vacation', 'learning', 'AI']",AI
0514,Reel,Travel,"['fitness', 'wildlife', 'AI', 'students']",students
0515,Image,Music,"['music', 'education', 'machinelearning', 'forest', 'science', 'beach']",forest
0516,Image,Cooking,"['culture', 'adventure', 'science', 'health', 'food']",science
0517,Image,Education,"['adventure', 'sports', 'health', 'AI', 'fashion', 'students', 'fitness']",health
0518,Image,Cooking,"['nature', 'adventure', 'beach']",adventure
0519,Video,Fitness,"['machinelearning', 'sports', 'beach', 'art', 'learning']",art
0520,Reel,Health,"['sports', 'wildlife', 'culture']",sports
0521,Video,Sports,"['culture', 'wildlife', 'vacation', 'machinelearning']",machinelearning
0522,Image,Fitness,"['recipe', 'food', 'culture', 'students', 'science', 'AI']",recipe
0523,Video,Technology,"['learning', 'fitness', 'sports', 'technology', 'adventure']",sports
0524,Video,Travel,"['wildlife', 'culture', 'recipe', 'machinelearning', 'food', 'fitness']",recipe
0525,Image,Technology,"['AI', 'art', 'machinelearning', 'education', 'forest', 'technology']",AI
0526,Image,Fashion,"['technology', 'forest', 'fitness', 'education', 'machinelearning']",technology
0527,Text,Travel,"['technology', 'AI', 'wildlife', 'forest']",forest
0528,Image,Technology,"['travel', 'recipe', 'technology', 'fitness', 'food']",travel
0529,Reel,Fitness,"['learning', 'forest', 'adventure', 'fashion', 'science', 'fitness']",fitness
0530,Text,Nature,"['travel', 'wildlife', 'sports']",sports
0531,Image,Nature,"['coding', 'students', 'fashion', 'health', 'adventure', 'music']",music
0532,Reel,Travel,"['forest', 'adventure', 'music', 'education', 'travel']",music
0533,Video,Music,"['culture', 'nature', 'coding']",coding
0534,Text,Education,"['recipe', 'music', 'fashion', 'adventure', 'beach', 'learning']",fashion
0535,Text,Cooking,"['beach', 'students', 'music', 'wildlife', 'learning', 'adventure']",students
0536,Reel,Fitness,"['science', 'fashion', 'nature', 'adventure', 'food']",science
0537,Text,Education,"['vacation', 'food', 'art', 'fitness', 'music']",food
0538,Video,Health,"['education', 'forest', 'culture']",culture
0539,Reel,Music,"['culture', 'art', 'fashion', 'learning', 'machinelearning']",culture
0540,Image,Technology,"['AI', 'coding', 'wildlife', 'health', 'students']",wildlife
0541,Text,Fashion,"['health', 'coding', 'culture', 'art']",art
0542,Image,Sports,"['forest', 'technology', 'machinelearning', 'food', 'fashion']",food
0543,Video,Health,"['recipe', 'learning', 'beach']",learning
0544,Text,Fitness,"['music', 'machinelearning', 'fashion', 'vacation', 'sports', 'nature', 'technology']",fashion
0545,Text,Sports,"['culture', 'nature', 'AI']",nature
0546,Reel,Fitness,"['beach', 'adventure', 'forest']",adventure
0547,Video,Sports,"['health', 'art', 'adventure', 'students', 'vacation', 'forest']",adventure
0548,Reel,Cooking,"['fitness', 'fashion', 'coding', 'education', 'learning', 'beach', 'machinelearning']",beach
0549,Image,Cooking,"['travel', 'music', 'learning']",learning
0550,Video,Education,"['health', 'vacation', 'wildlife', 'science', 'AI']",AI
0551,Image,Cooking,"['travel', 'fitness', 'learning', 'fashion']",fitness
0552,Text,Sports,"['nature', 'coding', 'education', 'fashion', 'beach', 'AI', 'fitness']",coding
0553,Reel,Health,"['art', 'nature', 'food']",art
0554,Video,Cooking,"['recipe', 'travel', 'fashion', 'nature', 'machinelearning', 'health']",machinelearning
0555,Reel,Travel,"['recipe', 'AI', 'culture', 'adventure']",adventure
0556,Video,Travel,"['fitness', 'culture', 'beach', 'music', 'health', 'recipe']",beach
0557,Text,Sports,"['science', 'students', 'sports', 'learning']",science
0558,Text,Cooking,"['fashion', 'health', 'adventure', 'recipe', 'beach', 'wildlife']",health
0559,Image,Health,"['food', 'health', 'technology', 'students', 'AI']",students
0560,Video,Fashion,"['education', 'health', 'recipe', 'culture', 'beach', 'nature', 'wildlife']",beach
0561,Text,Education,"['fashion', 'recipe', 'science', 'food']",fashion
0562,Text,Fitness,"['beach', 'recipe', 'adventure', 'wildlife', 'culture', 'learning', 'food']",food
0563,Image,Fashion,"['travel', 'health', 'students', 'nature']",health
0564,Video,Sports,"['forest', 'technology', 'students', 'machinelearning']",technology
0565,Image,Technology,"['vacation', 'technology', 'food', 'art', 'learning']",art
0566,Video,Education,"['art', 'learning', 'forest', 'health', 'vacation']",art
0567,Text,Nature,"['vacation', 'beach', 'science', 'forest']",vacation
0568,Text,Sports,"['students', 'AI', 'food']",AI
0569,Reel,Sports,"['beach', 'nature', 'wildlife', 'coding']",coding
0570,Reel,Sports,"['beach', 'sports', 'technology', 'nature', 'fitness', 'travel', 'coding']",beach
0571,Video,Sports,"['science', 'forest', 'travel', 'students', 'recipe', 'sports', 'education']",travel
0572,Text,Technology,"['machinelearning', 'beach', 'health', 'education', 'fitness']",beach
0573,Reel,Technology,"['vacation', 'machinelearning', 'students', 'art', 'music']",vacation
0574,Reel,Fitness,"['education', 'students', 'technology', 'music']",technology
0575,Text,Sports,"['technology', 'health', 'food']",technology
0576,Reel,Nature,"['travel', 'fashion', 'sports', 'students', 'recipe']",sports
0577,Image,Fashion,"['fashion', 'coding', 'beach', 'AI', 'education', 'culture', 'students']",fashion
0578,Video,Health,"['recipe', 'students', 'nature']",students
0579,Video,Fitness,"['music', 'food', 'culture', 'vacation', 'recipe', 'AI', 'learning']",vacation
0580,Video,Travel,"['students', 'health', 'nature', 'fashion', 'learning']",health
0581,Image,Technology,"['fashion', 'students', 'culture', 'nature', 'art', 'beach']",art
0582,Image,Health,"['beach', 'learning', 'science', 'culture', 'technology', 'AI', 'machinelearning']",culture
0583,Video,Education,"['music', 'fitness', 'education', 'culture', 'wildlife', 'machinelearning', 'travel']",wildlife
0584,Video,Music,"['science', 'AI', 'forest']",science
0585,Video,Health,"['culture', 'food', 'art', 'wildlife', 'recipe']",wildlife
0586,Reel,Fashion,"['nature', 'recipe', 'learning', 'travel', 'forest', 'coding', 'food']",learning
0587,Image,Nature,"['coding', 'beach', 'AI', 'nature', 'science', 'sports']",science
0588,Image,Education,"['nature', 'travel', 'coding', 'music', 'science', 'learning']",coding
0589,Image,Travel,"['science', 'fashion', 'travel', 'beach', 'art', 'education']",art
0590,Video,Music,"['culture', 'adventure', 'science', 'beach']",science
0591,Image,Travel,"['fitness', 'wildlife', 'beach', 'food']",fitness
0592,Reel,Technology,"['culture', 'fitness', 'forest', 'students', 'beach', 'art']",beach
0593,Video,Technology,"['technology', 'culture', 'music', 'art', 'forest', 'adventure']",forest
0594,Text,Education,"['AI', 'culture', 'fitness', 'nature', 'machinelearning']",machinelearning
0595,Video,Travel,"['recipe', 'adventure', 'science', 'food', 'health', 'forest', 'technology']",recipe
0596,Reel,Education,"['wildlife', 'science', 'machinelearning', 'beach', 'education']",education
0597,Video,Health,"['recipe', 'food', 'art', 'education']",recipe
0598,Reel,Cooking,"['AI', 'food', 'adventure', 'vacation', 'science', 'fitness']",food
0599,Text,Sports,"['beach', 'wildlife', 'recipe', 'adventure', 'music', 'coding', 'technology']",adventure
0600,Image,Fitness,"['machinelearning', 'culture', 'food', 'coding']",coding
0601,Reel,Fitness,"['technology', 'nature', 'fashion', 'learning']",technology
0602,Video,Fashion,"['sports', 'AI', 'technology']",sports
0603,Image,Health,"['learning', 'beach', 'machinelearning', 'art', 'education', 'students']",art
0604,Reel,Sports,"['fashion', 'technology', 'adventure', 'food']",adventure
0605,Video,Nature,"['recipe', 'food', 'machinelearning', 'wildlife']",wildlife
0606,Video,Fitness,"['food', 'technology', 'AI', 'music', 'learning', 'adventure']",learning
0607,Text,Travel,"['vacation', 'AI', 'students']",AI
0608,Text,Travel,"['learning', 'culture', 'science']",learning
0609,Image,Nature,"['students', 'fitness', 'music', 'recipe']",music
0610,Video,Sports,"['health', 'recipe', 'art', 'forest']",forest
0611,Video,Nature,"['learning', 'beach', 'science', 'travel']",science
0612,Text,Fitness,"['vacation', 'AI', 'fashion', 'music', 'art']",fashion
0613,Image,Health,"['travel', 'recipe', 'AI', 'adventure', 'wildlife', 'art']",travel
0614,Reel,Fashion,"['culture', 'learning', 'food']",learning
0615,Image,Travel,"['coding', 'AI', 'vacation', 'food', 'music', 'recipe', 'adventure']",food
0616,Reel,Music,"['vacation', 'beach', 'science', 'students']",vacation
0617,Image,Education,"['music', 'students', 'wildlife', 'fitness', 'sports', 'science', 'technology']",science
0618,Video,Music,"['vacation', 'wildlife', 'science', 'health', 'beach', 'students']",beach
0619,Video,Health,"['recipe', 'students', 'health', 'travel', 'learning']",travel
0620,Reel,Technology,"['machinelearning', 'vacation', 'science', 'food', 'nature']",machinelearning
0621,Image,Education,"['machinelearning', 'science', 'fashion', 'music']",music
0622,Video,Sports,"['music', 'art', 'recipe', 'vacation', 'travel']",vacation
0623,Reel,Travel,"['coding', 'beach', 'nature', 'forest', 'music', 'food', 'AI']",AI
0624,Image,Health,"['learning', 'travel', 'machinelearning']",learning
0625,Video,Technology,"['nature', 'science', 'machinelearning', 'AI']",nature
0626,Video,Technology,"['adventure', 'health', 'music', 'technology', 'beach']",technology
0627,Text,Music,"['technology', 'adventure', 'recipe', 'fitness', 'fashion', 'science', 'beach']",technology
0628,Video,Sports,"['education', 'students', 'sports', 'health', 'fashion', 'fitness', 'technology']",fashion
0629,Text,Fashion,"['machinelearning', 'travel', 'beach', 'art', 'sports', 'forest']",machinelearning
0630,Image,Education,"['art', 'sports', 'adventure', 'fitness', 'nature']",fitness
0631,Reel,Nature,"['health', 'fitness', 'wildlife', 'coding', 'recipe', 'music', 'learning']",music
0632,Video,Education,"['music', 'learning', 'beach', 'technology']",music
0633,Reel,Travel,"['education', 'forest', 'nature', 'students', 'travel', 'beach']",travel
0634,Text,Fashion,"['food', 'nature', 'education', 'adventure', 'recipe', 'wildlife']",adventure
0635,Reel,Health,"['students', 'beach', 'sports', 'forest']",forest
0636,Video,Music,"['learning', 'students', 'sports', 'vacation', 'health', 'forest', 'nature']",sports
0637,Text,Education,"['music', 'learning', 'students', 'machinelearning', 'fashion', 'sports', 'nature']",sports
0638,Text,Fitness,"['beach', 'learning', 'food', 'technology']",beach
0639,Text,Fitness,"['health', 'recipe', 'students', 'fitness', 'machinelearning']",fitness
0640,Image,Fashion,"['travel', 'coding', 'health', 'culture', 'forest', 'fitness']",travel
0641,Image,Fashion,"['music', 'culture', 'learning', 'sports', 'travel', 'nature', 'fashion']",learning
0642,Image,Travel,"['vacation', 'learning', 'machinelearning', 'science', 'recipe', 'music']",music
0643,Image,Health,"['fitness', 'forest', 'recipe', 'learning', 'fashion']",forest
0644,Video,Sports,"['learning', 'AI', 'science', 'recipe']",recipe
0645,Video,Nature,"['forest', 'sports', 'health']",health
0646,Image,Fashion,"['health', 'adventure', 'vacation']",health
0647,Text,Nature,"['vacation', 'fitness', 'fashion']",vacation
0648,Video,Fashion,"['beach', 'vacation', 'coding', 'sports', 'science', 'culture']",science
0649,Video,Music,"['AI', 'culture', 'art', 'health', 'machinelearning', 'science', 'learning']",AI
0650,Text,Technology,"['recipe', 'science', 'wildlife', 'forest', 'sports', 'adventure']",wildlife
0651,Video,Technology,"['technology', 'culture', 'forest', 'fitness', 'fashion', 'vacation']",forest
0652,Image,Education,"['students', 'food', 'beach', 'technology', 'AI']",technology
0653,Reel,Education,"['art', 'recipe', 'adventure', 'food']",art
0654,Reel,Sports,"['travel', 'fitness', 'machinelearning', 'recipe', 'AI', 'forest', 'technology']",fitness
0655,Video,Music,"['music', 'food', 'education', 'adventure', 'recipe', 'science']",recipe
0656,Video,Education,"['recipe', 'travel', 'vacation', 'nature', 'science']",nature
0657,Video,Music,"['recipe', 'beach', 'fashion']",recipe
0658,Text,Fashion,"['culture', 'health', 'coding', 'AI', 'recipe', 'forest']",culture
0659,Text,Cooking,"['wildlife', 'vacation', 'AI', 'learning', 'students']",wildlife
0660,Text,Cooking,"['recipe', 'travel', 'forest', 'nature']",recipe
0661,Image,Fitness,"['sports', 'recipe', 'fashion', 'students', 'health']",recipe
0662,Reel,Technology,"['sports', 'fitness', 'education', 'machinelearning', 'beach', 'wildlife', 'recipe']",education
0663,Image,Fashion,"['forest', 'adventure', 'travel', 'food', 'health', 'machinelearning', 'technology']",machinelearning
0664,Text,Fitness,"['music', 'recipe', 'art', 'learning', 'health', 'vacation', 'nature']",music
0665,Reel,Sports,"['food', 'education', 'travel', 'nature', 'recipe', 'students']",students
0666,Image,Health,"['travel', 'forest', 'coding', 'vacation', 'music', 'adventure']",forest
0667,Text,Fitness,"['education', 'nature', 'vacation', 'health', 'students']",vacation
0668,Video,Education,"['education', 'coding', 'AI', 'adventure', 'science']",education
0669,Text,Health,"['music', 'vacation', 'travel', 'AI', 'recipe', 'education']",AI
0670,Video,Music,"['AI', 'coding', 'education', 'forest', 'health', 'students']",education
0671,Reel,Cooking,"['fitness', 'adventure', 'vacation', 'forest', 'students']",vacation
0672,Text,Technology,"['fitness', 'nature', 'science']",fitness
0673,Video,Fashion,"['adventure', 'food', 'wildlife', 'fashion', 'forest', 'art']",adventure
0674,Video,Nature,"['recipe', 'adventure', 'travel', 'beach', 'AI', 'food', 'vacation']",travel
0675,Text,Sports,"['adventure', 'nature', 'recipe', 'machinelearning', 'education', 'health']",education
0676,Reel,Health,"['students', 'recipe', 'fitness']",students
0677,Reel,Nature,"['education', 'food', 'recipe', 'machinelearning', 'students', 'beach', 'adventure']",machinelearning
0678,Text,Nature,"['coding', 'AI', 'education', 'vacation', 'forest']",vacation
0679,Text,Fashion,"['science', 'sports', 'beach', 'wildlife', 'recipe', 'forest', 'education']",forest
0680,Reel,Music,"['health', 'fitness', 'culture']",fitness
0681,Image,Fitness,"['adventure', 'forest', 'culture']",forest
0682,Reel,Fitness,"['learning', 'coding', 'culture', 'nature', 'technology', 'beach']",beach
0683,Reel,Fashion,"['learning', 'coding', 'culture']",culture
0684,Reel,Cooking,"['culture', 'food', 'machinelearning']",food
0685,Text,Fitness,"['fashion', 'fitness', 'machinelearning', 'nature', 'music', 'students', 'AI']",AI
0686,Text,Fitness,"['culture', 'fitness', 'machinelearning', 'adventure', 'art', 'sports', 'forest']",adventure
0687,Reel,Cooking,"['art', 'forest', 'beach']",beach
0688,Text,Sports,"['students', 'forest', 'fitness', 'travel', 'vacation', 'health', 'learning']",learning
