post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type
0141,India,Spanish,80,15,9,Image
0141,India,Spanish,89,20,11,Image
0141,India,Spanish,78,23,11,Image
0141,India,Spanish,87,23,11,Image
0141,India,Spanish,86,21,7,Image
0142,Australia,English,144,43,7,Reel
0142,Australia,English,150,42,10,Reel
0142,Australia,English,140,39,5,Reel
0142,Australia,English,159,47,8,Reel
0142,Australia,English,144,40,6,Reel
0142,Australia,English,141,42,10,Reel
0142,Australia,English,151,41,5,Reel
0143,Brazil,Spanish,84,18,6,Video
0143,Brazil,Spanish,80,26,9,Video
0143,Brazil,Spanish,89,20,12,Video
0143,Brazil,Spanish,100,27,6,Video
0143,Brazil,Spanish,86,21,7,Video
0143,Brazil,Spanish,92,19,11,Video
0143,Brazil,Spanish,87,19,12,Video
0144,Japan,Portuguese,166,25,18,Video
0144,Japan,Portuguese,162,24,19,Video
0144,Japan,Portuguese,159,29,21,Video
0144,Japan,Portuguese,170,27,19,Video
0145,India,Portuguese,77,22,4,Image
0145,India,Portuguese,76,18,2,Image
0145,India,Portuguese,84,16,8,Image
0145,India,Portuguese,84,18,2,Image
0145,India,Portuguese,69,18,5,Image
0145,India,Portuguese,70,23,6,Image
0146,Canada,English,240,68,28,Reel
0146,Canada,English,231,67,34,Reel
0146,Canada,English,249,68,28,Reel
0146,Canada,English,245,67,31,Reel
0146,Canada,English,240,62,29,Reel
0147,Italy,Spanish,88,16,4,Video
0147,Italy,Spanish,100,22,5,Video
0147,Italy,Spanish,94,18,4,Video
0147,Italy,Spanish,96,14,6,Video
0147,Italy,Spanish,86,15,4,Video
0147,Italy,Spanish,102,20,8,Video
0147,Italy,Spanish,94,22,9,Video
0148,India,Hindi,259,65,25,Video
0148,India,Hindi,257,66,27,Video
0148,India,Hindi,264,66,27,Video
0149,Italy,English,61,8,14,Image
0149,Italy,English,61,12,10,Image
0149,Italy,English,70,9,10,Image
0149,Italy,English,58,14,11,Image
0149,Italy,English,54,12,8,Image
0149,Italy,English,59,11,9,Image
0150,Brazil,Japanese,65,19,7,Reel
0150,Brazil,Japanese,68,18,10,Reel
0150,Brazil,Japanese,77,11,9,Reel
0150,Brazil,Japanese,80,13,11,Reel
0150,Brazil,Japanese,80,10,9,Reel
0150,Brazil,Japanese,71,15,9,Reel
0150,Brazil,Japanese,79,16,12,Reel
0151,Italy,Hindi,85,16,10,Image
0151,Italy,Hindi,67,6,13,Image
0151,Italy,Hindi,69,15,8,Image
0151,Italy,Hindi,80,16,12,Image
0152,Australia,English,58,17,7,Text
0152,Australia,English,41,10,7,Text
0152,Australia,English,45,8,11,Text
0152,Australia,English,42,9,10,Text
0152,Australia,English,41,15,5,Text
0152,Australia,English,52,11,10,Text
0152,Australia,English,43,9,8,Text
0153,Canada,Portuguese,115,23,22,Image
0153,Canada,Portuguese,113,22,18,Image
0153,Canada,Portuguese,112,18,21,Image
0153,Canada,Portuguese,107,25,18,Image
0154,Japan,German,105,27,16,Image
0154,Japan,German,96,36,21,Image
0154,Japan,German,99,32,18,Image
0154,Japan,German,101,30,17,Image
0154,Japan,German,116,33,19,Image
0154,Japan,German,111,30,21,Image
0154,Japan,German,111,31,17,Image
0155,France,French,77,19,14,Text
0155,France,French,64,22,15,Text
0155,France,French,70,22,13,Text
0155,France,French,66,12,11,Text
0155,France,French,71,14,14,Text
0155,France,French,64,13,14,Text
0155,France,French,79,15,11,Text
0156,Germany,Japanese,90,12,8,Image
0156,Germany,Japanese,81,5,5,Image
0156,Germany,Japanese,86,9,3,Image
0156,Germany,Japanese,89,11,9,Image
0156,Germany,Japanese,86,7,7,Image
0157,Italy,Portuguese,199,50,13,Image
0157,Italy,Portuguese,215,53,10,Image
0157,Italy,Portuguese,203,54,10,Image
0158,USA,Japanese,77,21,16,Reel
0158,USA,Japanese,85,18,11,Reel
0158,USA,Japanese,77,19,17,Reel
0158,USA,Japanese,82,21,12,Reel
0158,USA,Japanese,81,18,12,Reel
0159,USA,French,77,14,13,Text
0159,USA,French,74,12,11,Text
0159,USA,French,70,19,14,Text
0159,USA,French,73,15,12,Text
0159,USA,French,71,19,12,Text
0159,USA,French,73,11,13,Text
0159,USA,French,72,11,12,Text
0160,USA,French,139,23,22,Text
0160,USA,French,131,27,21,Text
0160,USA,French,142,27,17,Text
0160,USA,French,142,25,22,Text
0161,USA,English,129,30,13,Video
0161,USA,English,134,21,18,Video
0161,USA,English,134,28,14,Video
0161,USA,English,147,29,18,Video
0161,USA,English,138,28,13,Video
0162,USA,Portuguese,185,41,18,Video
0162,USA,Portuguese,185,45,15,Video
0162,USA,Portuguese,185,49,16,Video
0162,USA,Portuguese,186,44,19,Video
0163,France,Portuguese,41,6,1,Text
0163,France,Portuguese,52,12,3,Text
0163,France,Portuguese,52,13,2,Text
0163,France,Portuguese,59,7,5,Text
0163,France,Portuguese,43,6,2,Text
0164,Italy,German,72,16,6,Text
0164,Italy,German,61,13,1,Text
0164,Italy,German,76,11,3,Text
0164,Italy,German,67,11,5,Text
0164,Italy,German,61,11,6,Text
0164,Italy,German,72,12,4,Text
0165,Italy,Portuguese,128,20,19,Text
0165,Italy,Portuguese,132,16,18,Text
0165,Italy,Portuguese,113,19,17,Text
0165,Italy,Portuguese,116,18,19,Text
0166,India,English,95,28,17,Image
0166,India,English,95,21,20,Image
0166,India,English,111,20,17,Image
0167,Brazil,English,31,3,0,Text
0167,Brazil,English,31,3,0,Text
0167,Brazil,English,48,2,1,Text
0167,Brazil,English,43,9,1,Text
0167,Brazil,English,32,1,0,Text
0167,Brazil,English,35,9,1,Text
0167,Brazil,English,31,8,3,Text
0168,Japan,Hindi,103,12,6,Image
0168,Japan,Hindi,90,13,6,Image
0168,Japan,Hindi,89,12,6,Image
0168,Japan,Hindi,86,14,9,Image
0168,Japan,Hindi,99,15,7,Image
0168,Japan,Hindi,97,13,4,Image
0169,India,English,142,36,28,Reel
0169,India,English,133,35,25,Reel
0169,India,English,144,40,24,Reel
0169,India,English,142,36,24,Reel
0170,USA,Portuguese,138,29,16,Reel
0170,USA,Portuguese,122,26,10,Reel
0170,USA,Portuguese,133,24,12,Reel
0170,USA,Portuguese,122,20,16,Reel
0170,USA,Portuguese,131,22,11,Reel
0170,USA,Portuguese,130,22,10,Reel
0171,India,English,316,29,37,Reel
0171,India,English,314,34,35,Reel
0171,India,English,313,32,33,Reel
0172,Brazil,Hindi,84,22,9,Reel
0172,Brazil,Hindi,83,22,10,Reel
0172,Brazil,Hindi,91,21,11,Reel
0172,Brazil,Hindi,90,23,11,Reel
0172,Brazil,Hindi,73,22,10,Reel
0172,Brazil,Hindi,82,27,6,Reel
0172,Brazil,Hindi,79,28,7,Reel
0173,Australia,English,79,14,5,Text
0173,Australia,English,74,15,6,Text
0173,Australia,English,85,13,8,Text
0173,Australia,English,89,11,8,Text
0174,Brazil,Japanese,68,21,6,Text
0174,Brazil,Japanese,54,17,11,Text
0174,Brazil,Japanese,74,20,6,Text
0174,Brazil,Japanese,54,22,10,Text
0174,Brazil,Japanese,66,19,12,Text
0175,India,German,289,37,23,Video
0175,India,German,292,45,23,Video
0175,India,German,286,42,22,Video
0176,India,German,115,15,11,Video
0176,India,German,130,13,13,Video
0176,India,German,129,15,12,Video
0176,India,German,127,12,12,Video
0176,India,German,117,14,9,Video
0176,India,German,119,17,13,Video
0177,India,Japanese,143,36,6,Reel
0177,India,Japanese,133,34,8,Reel
0177,India,Japanese,142,34,8,Reel
0177,India,Japanese,140,34,6,Reel
0178,Italy,Portuguese,80,4,3,Text
0178,Italy,Portuguese,81,12,3,Text
0178,Italy,Portuguese,73,7,2,Text
0178,Italy,Portuguese,75,9,4,Text
0178,Italy,Portuguese,75,5,3,Text
0179,USA,Portuguese,69,10,10,Text
0179,USA,Portuguese,86,12,10,Text
0179,USA,Portuguese,74,7,6,Text
0179,USA,Portuguese,77,11,7,Text
0179,USA,Portuguese,72,7,8,Text
0179,USA,Portuguese,84,6,12,Text
0180,Italy,Japanese,109,14,6,Image
0180,Italy,Japanese,108,11,8,Image
0180,Italy,Japanese,111,9,11,Image
0180,Italy,Japanese,106,15,10,Image
0180,Italy,Japanese,106,10,11,Image
0180,Italy,Japanese,118,10,12,Image
0180,Italy,Japanese,101,11,9,Image
0181,Canada,Hindi,50,10,2,Text
0181,Canada,Hindi,49,3,5,Text
0181,Canada,Hindi,37,8,4,Text
0181,Canada,Hindi,39,4,4,Text
0181,Canada,Hindi,55,8,2,Text
0182,Italy,Hindi,355,83,51,Reel
0182,Italy,Hindi,356,76,51,Reel
0182,Italy,Hindi,347,80,52,Reel
0183,UK,Japanese,108,21,6,Image
0183,UK,Japanese,113,31,4,Image
0183,UK,Japanese,104,22,9,Image
0183,UK,Japanese,113,29,4,Image
0183,UK,Japanese,101,30,7,Image
0183,UK,Japanese,112,21,3,Image
0184,Brazil,French,44,3,2,Image
0184,Brazil,French,44,6,3,Image
0184,Brazil,French,28,4,7,Image
0184,Brazil,French,42,0,5,Image
0184,Brazil,French,34,3,3,Image
0184,Brazil,French,30,5,6,Image
0185,Japan,Portuguese,37,11,4,Text
0185,Japan,Portuguese,31,9,2,Text
0185,Japan,Portuguese,29,11,0,Text
0185,Japan,Portuguese,31,11,3,Text
0185,Japan,Portuguese,36,7,0,Text
0185,Japan,Portuguese,23,9,5,Text
0185,Japan,Portuguese,37,8,2,Text
0186,UK,German,213,24,21,Reel
0186,UK,German,221,26,20,Reel
0186,UK,German,217,32,25,Reel
0187,Australia,Portuguese,147,22,19,Video
0187,Australia,Portuguese,151,15,19,Video
0187,Australia,Portuguese,154,18,21,Video
0187,Australia,Portuguese,150,15,18,Video
0188,Italy,Japanese,326,87,40,Reel
0188,Italy,Japanese,312,79,43,Reel
0188,Italy,Japanese,320,83,44,Reel
0189,Canada,Hindi,165,50,21,Video
0189,Canada,Hindi,178,44,18,Video
0189,Canada,Hindi,161,48,18,Video
0190,Australia,Hindi,88,15,8,Text
0190,Australia,Hindi,84,23,7,Text
0190,Australia,Hindi,96,15,8,Text
0190,Australia,Hindi,94,20,12,Text
0190,Australia,Hindi,101,21,10,Text
0191,Canada,French,63,6,14,Video
0191,Canada,French,62,12,12,Video
0191,Canada,French,70,8,14,Video
0191,Canada,French,60,8,10,Video
0191,Canada,French,73,13,13,Video
0191,Canada,French,73,14,12,Video
0192,Japan,French,89,7,3,Text
0192,Japan,French,93,15,3,Text
0192,Japan,French,94,7,9,Text
0192,Japan,French,102,9,5,Text
0193,Japan,Japanese,103,25,6,Text
0193,Japan,Japanese,111,21,4,Text
0193,Japan,Japanese,106,24,9,Text
0193,Japan,Japanese,99,18,6,Text
0194,Japan,French,153,39,29,Reel
0194,Japan,French,152,31,31,Reel
0194,Japan,French,154,39,29,Reel
0194,Japan,French,163,31,28,Reel
0194,Japan,French,149,33,32,Reel
0195,Australia,English,159,29,23,Reel
0195,Australia,English,158,29,21,Reel
0195,Australia,English,152,26,23,Reel
0195,Australia,English,152,30,20,Reel
0195,Australia,English,151,34,23,Reel
0195,Australia,English,153,26,24,Reel
0195,Australia,English,140,30,24,Reel
0196,Germany,French,188,19,18,Reel
0196,Germany,French,187,18,18,Reel
0196,Germany,French,203,20,17,Reel
0196,Germany,French,188,19,20,Reel
0197,USA,Hindi,77,17,6,Reel
0197,USA,Hindi,63,17,9,Reel
0197,USA,Hindi,76,15,8,Reel
0197,USA,Hindi,79,13,6,Reel
0197,USA,Hindi,79,9,10,Reel
0197,USA,Hindi,64,15,10,Reel
0198,Germany,Portuguese,45,13,10,Video
0198,Germany,Portuguese,59,10,10,Video
0198,Germany,Portuguese,54,9,11,Video
0198,Germany,Portuguese,52,7,7,Video
0198,Germany,Portuguese,51,15,8,Video
0198,Germany,Portuguese,57,7,8,Video
0198,Germany,Portuguese,46,10,8,Video
0199,Germany,Spanish,389,46,41,Reel
0199,Germany,Spanish,396,38,35,Reel
0199,Germany,Spanish,378,37,41,Reel
0200,USA,English,169,23,31,Video
0200,USA,English,181,23,36,Video
0200,USA,English,185,20,34,Video
0200,USA,English,169,16,34,Video
0200,USA,English,183,21,34,Video
0201,Italy,French,225,32,27,Video
0201,Italy,French,228,31,22,Video
0201,Italy,French,219,29,23,Video
0201,Italy,French,222,27,22,Video
0202,Canada,French,121,7,10,Reel
0202,Canada,French,128,14,11,Reel
0202,Canada,French,127,12,14,Reel
0202,Canada,French,122,14,14,Reel
0202,Canada,French,131,12,13,Reel
0203,India,French,226,40,30,Image
0203,India,French,217,34,27,Image
0203,India,French,220,34,27,Image
0204,Germany,Spanish,104,11,14,Reel
0204,Germany,Spanish,103,17,16,Reel
0204,Germany,Spanish,109,10,17,Reel
0204,Germany,Spanish,90,17,19,Reel
0204,Germany,Spanish,92,10,18,Reel
0204,Germany,Spanish,94,18,15,Reel
0205,Germany,English,187,54,27,Reel
0205,Germany,English,185,55,30,Reel
0205,Germany,English,191,52,27,Reel
0205,Germany,English,188,57,30,Reel
0205,Germany,English,181,50,28,Reel
0205,Germany,English,179,49,27,Reel
0206,Canada,German,123,32,8,Text
0206,Canada,German,109,30,5,Text
0206,Canada,German,119,31,8,Text
0207,Italy,German,62,10,3,Text
0207,Italy,German,58,14,4,Text
0207,Italy,German,74,12,3,Text
0207,Italy,German,63,9,4,Text
0207,Italy,German,61,9,3,Text
0207,Italy,German,70,9,7,Text
0207,Italy,German,57,9,5,Text
0208,Canada,Japanese,74,9,7,Image
0208,Canada,Japanese,81,12,8,Image
0208,Canada,Japanese,84,15,9,Image
0208,Canada,Japanese,67,12,9,Image
0208,Canada,Japanese,68,13,11,Image
0208,Canada,Japanese,67,14,8,Image
0209,Italy,English,63,17,11,Text
0209,Italy,English,71,17,14,Text
0209,Italy,English,63,16,11,Text
0209,Italy,English,80,11,10,Text
0209,Italy,English,83,10,11,Text
0209,Italy,English,69,17,13,Text
0210,India,Spanish,107,8,18,Image
0210,India,Spanish,108,6,20,Image
0210,India,Spanish,111,7,20,Image
0210,India,Spanish,105,12,19,Image
0211,Italy,Japanese,216,45,9,Video
0211,Italy,Japanese,212,44,12,Video
0211,Italy,Japanese,216,37,9,Video
0211,Italy,Japanese,222,41,13,Video
0212,Italy,Portuguese,286,76,25,Reel
0212,Italy,Portuguese,287,68,24,Reel
0212,Italy,Portuguese,292,71,25,Reel
0212,Italy,Portuguese,296,73,28,Reel
0213,UK,Japanese,262,75,23,Video
0213,UK,Japanese,259,73,17,Video
0213,UK,Japanese,265,74,22,Video
0214,Japan,Spanish,270,80,47,Reel
0214,Japan,Spanish,278,73,46,Reel
0214,Japan,Spanish,276,73,44,Reel
0215,Germany,French,65,12,14,Video
0215,Germany,French,66,10,14,Video
0215,Germany,French,65,8,15,Video
0215,Germany,French,69,10,10,Video
0215,Germany,French,72,16,12,Video
0216,Australia,German,136,16,8,Text
0216,Australia,German,138,19,8,Text
0216,Australia,German,145,13,3,Text
0216,Australia,German,131,13,7,Text
0217,Japan,English,125,19,22,Video
0217,Japan,English,132,18,20,Video
0217,Japan,English,131,17,17,Video
0217,Japan,English,138,23,19,Video
0218,Australia,German,127,20,9,Video
0218,Australia,German,137,17,13,Video
0218,Australia,German,123,15,11,Video
0218,Australia,German,133,14,12,Video
0218,Australia,German,128,18,12,Video
0218,Australia,German,131,17,9,Video
0218,Australia,German,134,20,7,Video
0219,Italy,German,286,29,55,Video
0219,Italy,German,297,31,55,Video
0219,Italy,German,293,29,51,Video
0220,Brazil,English,70,19,14,Image
0220,Brazil,English,86,21,12,Image
0220,Brazil,English,77,16,17,Image
0220,Brazil,English,71,20,17,Image
0220,Brazil,English,68,16,12,Image
0221,Canada,German,189,50,12,Reel
0221,Canada,German,178,45,18,Reel
0221,Canada,German,176,53,15,Reel
0222,Canada,Japanese,221,47,31,Video
0222,Canada,Japanese,216,54,28,Video
0222,Canada,Japanese,227,53,26,Video
0222,Canada,Japanese,214,50,30,Video
0223,Germany,Japanese,114,24,13,Text
0223,Germany,Japanese,109,30,11,Text
0223,Germany,Japanese,124,28,14,Text
0223,Germany,Japanese,121,32,9,Text
0224,UK,Portuguese,302,76,25,Video
0224,UK,Portuguese,295,78,26,Video
0224,UK,Portuguese,292,76,28,Video
0225,USA,Hindi,134,35,20,Image
0225,USA,Hindi,148,38,20,Image
0225,USA,Hindi,148,43,21,Image
0226,India,Hindi,119,16,9,Video
0226,India,Hindi,102,17,12,Video
0226,India,Hindi,116,11,8,Video
0226,India,Hindi,105,18,12,Video
0226,India,Hindi,114,17,7,Video
0227,UK,English,116,18,14,Reel
0227,UK,English,128,18,19,Reel
0227,UK,English,112,22,13,Reel
0227,UK,English,119,14,13,Reel
0227,UK,English,119,14,16,Reel
0227,UK,English,112,18,19,Reel
0227,UK,English,121,14,19,Reel
0228,Germany,French,166,22,11,Reel
0228,Germany,French,174,18,10,Reel
0228,Germany,French,158,22,11,Reel
0228,Germany,French,156,17,11,Reel
0228,Germany,French,175,25,12,Reel
0229,UK,Japanese,65,10,8,Image
0229,UK,Japanese,56,12,9,Image
0229,UK,Japanese,63,16,7,Image
0229,UK,Japanese,46,12,5,Image
0230,Italy,Japanese,103,21,13,Reel
0230,Italy,Japanese,105,26,19,Reel
0230,Italy,Japanese,101,26,18,Reel
0230,Italy,Japanese,99,18,16,Reel
0230,Italy,Japanese,107,27,13,Reel
0230,Italy,Japanese,107,22,19,Reel
0231,Canada,Spanish,96,21,14,Image
0231,Canada,Spanish,92,25,14,Image
0231,Canada,Spanish,89,22,16,Image
0231,Canada,Spanish,93,23,16,Image
0231,Canada,Spanish,85,25,17,Image
0231,Canada,Spanish,96,27,16,Image
0231,Canada,Spanish,102,27,16,Image
0232,Canada,German,89,25,10,Image
0232,Canada,German,99,16,11,Image
0232,Canada,German,102,23,7,Image
0232,Canada,German,97,21,12,Image
0232,Canada,German,97,26,7,Image
0232,Canada,German,84,17,10,Image
0233,UK,Portuguese,114,29,17,Image
0233,UK,Portuguese,115,27,16,Image
0233,UK,Portuguese,109,28,14,Image
0233,UK,Portuguese,104,22,18,Image
0233,UK,Portuguese,113,31,16,Image
0233,UK,Portuguese,106,27,18,Image
0234,UK,Hindi,145,13,16,Image
0234,UK,Hindi,138,18,13,Image
0234,UK,Hindi,145,9,12,Image
0234,UK,Hindi,138,19,14,Image
0234,UK,Hindi,129,17,17,Image
0235,Italy,Japanese,73,12,14,Image
0235,Italy,Japanese,83,14,13,Image
0235,Italy,Japanese,64,12,12,Image
0235,Italy,Japanese,79,14,15,Image
0236,Brazil,Hindi,136,41,23,Image
0236,Brazil,Hindi,122,36,23,Image
0236,Brazil,Hindi,126,36,24,Image
0236,Brazil,Hindi,127,43,28,Image
0236,Brazil,Hindi,130,34,27,Image
0237,India,Spanish,99,13,1,Image
0237,India,Spanish,91,10,4,Image
0237,India,Spanish,84,13,5,Image
0237,India,Spanish,95,16,5,Image
0238,Canada,German,395,76,35,Reel
0238,Canada,German,390,81,38,Reel
0238,Canada,German,398,83,38,Reel
0239,Australia,French,177,48,16,Reel
0239,Australia,French,175,45,12,Reel
0239,Australia,French,181,53,13,Reel
0239,Australia,French,164,48,18,Reel
0239,Australia,French,166,51,14,Reel
0239,Australia,French,167,46,16,Reel
0239,Australia,French,161,48,16,Reel
0240,Australia,German,192,50,23,Video
0240,Australia,German,196,47,22,Video
0240,Australia,German,197,51,25,Video
0240,Australia,German,181,51,20,Video
0240,Australia,German,179,49,22,Video
0241,India,Hindi,93,20,13,Text
0241,India,Hindi,97,24,8,Text
0241,India,Hindi,89,16,10,Text
0242,India,Portuguese,130,31,16,Video
0242,India,Portuguese,146,30,14,Video
0242,India,Portuguese,144,34,11,Video
0242,India,Portuguese,142,36,15,Video
0242,India,Portuguese,139,34,10,Video
0243,India,German,40,7,3,Text
0243,India,German,37,13,1,Text
0243,India,German,53,6,0,Text
0243,India,German,45,8,6,Text
0243,India,German,41,13,4,Text
0243,India,German,39,7,1,Text
0243,India,German,39,7,0,Text
0244,Italy,Japanese,96,29,9,Video
0244,Italy,Japanese,87,23,12,Video
0244,Italy,Japanese,99,32,13,Video
0244,Italy,Japanese,102,31,11,Video
0244,Italy,Japanese,95,23,9,Video
0244,Italy,Japanese,98,26,10,Video
0245,Italy,Portuguese,235,50,40,Image
0245,Italy,Portuguese,225,45,44,Image
0245,Italy,Portuguese,226,43,42,Image
0246,Germany,Japanese,234,36,12,Video
0246,Germany,Japanese,227,35,9,Video
0246,Germany,Japanese,238,41,11,Video
0247,Italy,Japanese,77,18,12,Reel
0247,Italy,Japanese,69,27,12,Reel
0247,Italy,Japanese,86,24,11,Reel
0247,Italy,Japanese,72,23,15,Reel
0247,Italy,Japanese,84,25,15,Reel
0247,Italy,Japanese,76,21,17,Reel
0247,Italy,Japanese,78,23,16,Reel
0248,Brazil,Spanish,190,40,29,Reel
0248,Brazil,Spanish,192,42,31,Reel
0248,Brazil,Spanish,193,45,31,Reel
0248,Brazil,Spanish,187,49,33,Reel
0249,India,Spanish,131,23,16,Reel
0249,India,Spanish,127,30,17,Reel
0249,India,Spanish,113,29,22,Reel
0249,India,Spanish,116,21,21,Reel
0249,India,Spanish,124,24,20,Reel
0249,India,Spanish,127,26,16,Reel
0249,India,Spanish,125,29,19,Reel
0250,Australia,German,93,21,16,Text
0250,Australia,German,94,22,13,Text
0250,Australia,German,85,21,17,Text
0250,Australia,German,79,17,16,Text
0250,Australia,German,81,25,16,Text
0250,Australia,German,88,27,16,Text
0251,UK,German,182,25,28,Image
0251,UK,German,163,23,33,Image
0251,UK,German,175,20,30,Image
0251,UK,German,177,26,34,Image
0252,UK,German,165,48,14,Text
0252,UK,German,162,45,17,Text
0252,UK,German,159,46,19,Text
0253,Brazil,German,147,33,15,Text
0253,Brazil,German,147,27,18,Text
0253,Brazil,German,139,34,18,Text
0253,Brazil,German,145,30,21,Text
0254,India,English,171,23,10,Reel
0254,India,English,177,20,9,Reel
0254,India,English,170,24,8,Reel
0254,India,English,164,17,5,Reel
0254,India,English,180,16,8,Reel
0254,India,English,174,18,6,Reel
0255,Brazil,English,208,56,35,Image
0255,Brazil,English,199,53,37,Image
0255,Brazil,English,204,50,35,Image
0255,Brazil,English,197,51,34,Image
0256,France,Portuguese,162,19,11,Text
0256,France,Portuguese,159,16,13,Text
0256,France,Portuguese,168,14,15,Text
0257,Canada,Japanese,150,20,18,Text
0257,Canada,Japanese,147,27,20,Text
0257,Canada,Japanese,157,28,18,Text
0258,Brazil,Spanish,67,16,0,Text
0258,Brazil,Spanish,64,14,4,Text
0258,Brazil,Spanish,52,10,2,Text
0258,Brazil,Spanish,62,19,5,Text
0258,Brazil,Spanish,60,12,5,Text
0258,Brazil,Spanish,64,12,1,Text
0259,Italy,Spanish,71,4,5,Text
0259,Italy,Spanish,59,1,10,Text
0259,Italy,Spanish,64,8,4,Text
0259,Italy,Spanish,59,10,5,Text
0259,Italy,Spanish,60,7,5,Text
0259,Italy,Spanish,70,7,10,Text
0259,Italy,Spanish,65,6,6,Text
0260,Japan,Hindi,114,19,9,Image
0260,Japan,Hindi,113,25,11,Image
0260,Japan,Hindi,112,20,12,Image
0260,Japan,Hindi,115,21,6,Image
0261,UK,Portuguese,72,11,10,Text
0261,UK,Portuguese,59,9,11,Text
0261,UK,Portuguese,67,13,8,Text
0261,UK,Portuguese,64,5,10,Text
0261,UK,Portuguese,58,6,11,Text
0262,India,German,113,13,17,Image
0262,India,German,132,7,16,Image
0262,India,German,119,12,12,Image
0262,India,German,128,17,15,Image
0262,India,German,126,8,11,Image
0262,India,German,127,11,16,Image
0263,Italy,Japanese,62,10,3,Text
0263,Italy,Japanese,43,9,3,Text
0263,Italy,Japanese,46,10,6,Text
0263,Italy,Japanese,49,4,6,Text
0263,Italy,Japanese,48,8,9,Text
0263,Italy,Japanese,57,8,3,Text
0264,Brazil,Hindi,61,8,14,Image
0264,Brazil,Hindi,69,15,14,Image
0264,Brazil,Hindi,60,13,13,Image
0264,Brazil,Hindi,62,9,8,Image
0264,Brazil,Hindi,68,10,10,Image
0264,Brazil,Hindi,75,11,8,Image
0264,Brazil,Hindi,64,8,12,Image
0265,USA,German,125,19,6,Image
0265,USA,German,123,25,9,Image
0265,USA,German,130,19,7,Image
0266,Canada,English,41,10,10,Text
0266,Canada,English,39,5,7,Text
0266,Canada,English,45,0,8,Text
0266,Canada,English,54,2,11,Text
0266,Canada,English,49,7,8,Text
0266,Canada,English,51,5,9,Text
0266,Canada,English,57,8,5,Text
0267,France,Hindi,95,24,14,Text
0267,France,Hindi,106,17,9,Text
0267,France,Hindi,95,24,13,Text
0267,France,Hindi,87,23,11,Text
0267,France,Hindi,94,25,10,Text
0267,France,Hindi,99,17,9,Text
0268,Italy,French,210,44,19,Video
0268,Italy,French,193,36,17,Video
0268,Italy,French,203,38,19,Video
0268,Italy,French,204,40,18,Video
0269,Canada,Hindi,232,50,15,Video
0269,Canada,Hindi,237,49,16,Video
0269,Canada,Hindi,234,50,17,Video
0269,Canada,Hindi,228,53,13,Video
0270,UK,German,135,22,9,Video
0270,UK,German,142,28,6,Video
0270,UK,German,141,24,6,Video
0270,UK,German,132,28,10,Video
0270,UK,German,149,21,8,Video
0270,UK,German,144,22,5,Video
0271,Germany,Japanese,99,27,11,Image
0271,Germany,Japanese,106,23,14,Image
0271,Germany,Japanese,104,21,9,Image
0271,Germany,Japanese,97,18,12,Image
0272,India,Portuguese,84,14,6,Text
0272,India,Portuguese,89,6,7,Text
0272,India,Portuguese,92,12,9,Text
0272,India,Portuguese,94,15,6,Text
0273,USA,Japanese,168,28,7,Video
0273,USA,Japanese,165,28,9,Video
0273,USA,Japanese,156,22,8,Video
0273,USA,Japanese,157,20,6,Video
0273,USA,Japanese,170,19,11,Video
0274,UK,German,42,4,6,Text
0274,UK,German,44,1,4,Text
0274,UK,German,36,5,2,Text
0274,UK,German,37,6,5,Text
0274,UK,German,32,11,4,Text
0274,UK,German,34,10,5,Text
0274,UK,German,41,4,1,Text
0275,Australia,Spanish,125,28,23,Reel
0275,Australia,Spanish,119,32,22,Reel
0275,Australia,Spanish,123,22,21,Reel
0275,Australia,Spanish,122,22,24,Reel
0275,Australia,Spanish,115,28,22,Reel
0275,Australia,Spanish,116,25,23,Reel
0276,Australia,French,111,15,17,Image
0276,Australia,French,102,16,17,Image
0276,Australia,French,100,19,16,Image
0276,Australia,French,98,19,15,Image
0276,Australia,French,100,19,17,Image
0277,Canada,Portuguese,98,27,13,Video
0277,Canada,Portuguese,83,24,13,Video
0277,Canada,Portuguese,91,28,15,Video
0277,Canada,Portuguese,88,23,12,Video
0278,Australia,German,231,70,40,Video
0278,Australia,German,227,70,43,Video
0278,Australia,German,245,72,40,Video
0279,Canada,Spanish,144,17,27,Video
0279,Canada,Spanish,138,16,28,Video
0279,Canada,Spanish,153,20,27,Video
0279,Canada,Spanish,150,15,23,Video
0279,Canada,Spanish,149,14,23,Video
0279,Canada,Spanish,146,14,28,Video
0280,UK,English,119,29,11,Video
0280,UK,English,124,29,11,Video
0280,UK,English,121,26,16,Video
0280,UK,English,114,32,15,Video
0281,Canada,Hindi,195,38,34,Reel
0281,Canada,Hindi,197,28,36,Reel
0281,Canada,Hindi,196,28,33,Reel
0281,Canada,Hindi,203,32,32,Reel
0281,Canada,Hindi,193,28,35,Reel
0281,Canada,Hindi,193,33,34,Reel
0282,UK,German,214,49,22,Video
0282,UK,German,228,58,19,Video
0282,UK,German,226,54,24,Video
0283,Italy,Japanese,102,10,19,Reel
0283,Italy,Japanese,97,12,17,Reel
0283,Italy,Japanese,100,14,21,Reel
0283,Italy,Japanese,110,14,18,Reel
0283,Italy,Japanese,111,16,17,Reel
0284,Japan,German,81,12,9,Video
0284,Japan,German,84,16,8,Video
0284,Japan,German,66,16,7,Video
0284,Japan,German,72,11,5,Video
